Product.Name;Well_ID_384;Row_ID_384;Col_ID_384;Target;Pathway;concentration;Library_ID
DMSO;B12;B;12;NA;NA;NA;4
Megestrol Acetate;B13;B;13;Androgen Receptor;Endocrinology & Hormones;NA;4
Aminoglutethimide;B14;B;14;Aromatase;Endocrinology & Hormones;NA;4
Etomidate;B15;B;15;GABA Receptor;Neuronal Signaling;NA;4
DMSO;B16;B;16;NA;NA;NA;4
Glimepiride;B17;B;17;DPP-4;Proteases;NA;4
Torsemide;B18;B;18;Others;Others;NA;4
Rigosertib (ON-01910);B19;B;19;PLK;Cell Cycle;NA;4
DMSO;B20;B;20;NA;NA;NA;4
Ruxolitinib (INCB018424);B21;B;21;JAK;JAK/STAT;NA;4
Adefovir Dipivoxil;B22;B;22;Others;Microbiology;NA;4
Perampanel;B23;B;23;GluR;Neuronal Signaling;NA;4
DMSO;B24;B;24;NA;NA;NA;4
Linifanib (ABT-869);C01;C;1;PDGFR, VEGFR;Protein Tyrosine Kinase;NA;4
Oxcarbazepine;C02;C;2;Sodium Channel;Transmembrane Transporters;NA;4
Bortezomib (PS-341);C03;C;3;Proteasome;Proteases;NA;4
Tigecycline;C04;C;4;Others;Others;NA;4
Lapatinib (GW-572016) Ditosylate;C05;C;5;EGFR, HER2;Protein Tyrosine Kinase;NA;4
Repaglinide;C06;C;6;Potassium Channel;Transmembrane Transporters;NA;4
Temsirolimus (CCI-779, NSC 683864);C07;C;7;mTOR;Neuronal Signaling;NA;4
Tranilast;C08;C;8;Others;Others;NA;4
GDC-0941;C09;C;9;PI3K;Metabolism;NA;4
Zibotentan (ZD4054);C10;C;10;ETA Receptor;GPCR & G Protein;NA;4
Rucaparib (AG-014699,PF-01367338);C11;C;11;PARP;Others;NA;4
Safinamide Mesylate;C12;C;12;MAO;Metabolism;NA;4
Alisertib (MLN8237);C13;C;13;Aurora Kinase;Others;NA;4
Fludarabine;C14;C;14;STAT, DNA/RNA Synthesis;JAK/STAT;NA;4
Capecitabine;C15;C;15;DNA/RNA Synthesis;Others;NA;4
Norfloxacin;C16;C;16;Topoisomerase;DNA Damage;NA;4
Anastrozole;C17;C;17;Aromatase;Endocrinology & Hormones;NA;4
Telaprevir (VX-950);C18;C;18;HCV Protease;Proteases;NA;4
Exemestane;C19;C;19;Aromatase;Endocrinology & Hormones;NA;4
Pomalidomide;C20;C;20;TNF-alpha, COX;Apoptosis;NA;4
Bisoprolol fumarate;C21;C;21;Adrenergic Receptor;Neuronal Signaling;NA;4
Reserpine;C22;C;22;Others;Others;NA;4
Terazosin;C23;C;23;Adrenergic receptor;GPCR & G Protein;NA;4
Fingolimod (FTY720) HCl;C24;C;24;S1P Receptor, Bcr-Abl, PKC;GPCR & G Protein;NA;4
Bleomycin Sulfate;D01;D;1;DNA/RNA Synthesis;DNA Damage;NA;4
Metolazone;D02;D;2;Others;Others;NA;4
Fludarabine Phosphate;D03;D;3;DNA/RNA Synthesis;DNA Damage;NA;4
DMSO;D04;D;4;NA;NA;NA;4
Amuvatinib (MP-470);D05;D;5;c-Met, c-Kit, PDGFR, Flt, c-RET;Protein Tyrosine Kinase;NA;4
Triamcinolone Acetonide;D06;D;6;Others;Others;NA;4
Prasugrel;D07;D;7;P2 Receptor;Neuronal Signaling;NA;4
DMSO;D08;D;8;NA;NA;NA;4
Altretamine;D09;D;9;Others;Others;NA;4
Adenosine;D10;D;10;Others;Others;NA;4
Carmofur;D11;D;11;Antimetabolites;DNA Damage;NA;4
DMSO;D12;D;12;NA;NA;NA;4
Mercaptopurine (6-MP);D13;D;13;DNA/RNA Synthesis;DNA Damage;NA;4
Aminophylline;D14;D;14;PDE;Metabolism;NA;4
Felbamate;D15;D;15;Others;Others;NA;4
DMSO;D16;D;16;NA;NA;NA;4
Ivermectin;D17;D;17;Others;Others;NA;4
Desonide;D18;D;18;Others;Others;NA;4
Epothilone B (EPO906, Patupilone);D19;D;19;Microtubule Associated;Cytoskeletal Signaling;NA;4
DMSO;D20;D;20;NA;NA;NA;4
Isotretinoin;D21;D;21;Hydroxylase;Metabolism;NA;4
Zalcitabine;D22;D;22;Others;Microbiology;NA;4
Deoxycholic acid;D23;D;23;others;Others;NA;4
DMSO;D24;D;24;NA;NA;NA;4
Veliparib (ABT-888);E01;E;1;PARP;DNA Damage;NA;4
Pelitinib (EKB-569);E02;E;2;EGFR;Protein Tyrosine Kinase;NA;4
Bosutinib (SKI-606);E03;E;3;Src;Angiogenesis;NA;4
Trilostane;E04;E;4;Dehydrogenase;Metabolism;NA;4
Lenalidomide (CC-5013);E05;E;5;TNF-alpha;Apoptosis;NA;4
Rolipram;E06;E;6;PDE;Metabolism;NA;4
Vandetanib (ZD6474);E07;E;7;VEGFR;Endocrinology & Hormones;NA;4
Venlafaxine;E08;E;8;5-HT Receptor;Neuronal Signaling;NA;4
Crizotinib (PF-02341066);E09;E;9;c-Met, ALK;Others;NA;4
Atazanavir Sulfate;E10;E;10;HIV Protease;Proteases;NA;4
Vatalanib (PTK787) 2HCl;E11;E;11;VEGFR, c-Kit, Flt;Others;NA;4
Pimasertib (AS-703026);E12;E;12;MEK;MAPK;NA;4
Malotilate;E13;E;13;Others;Others;NA;4
Pralatrexate;E14;E;14;DHFR;Metabolism;NA;4
CEP-18770 (Delanzomib);E15;E;15;Proteasome;Others;NA;4
Lactulose;E16;E;16;Others;Others;NA;4
Aprepitant;E17;E;17;Substance P;Others;NA;4
Saxagliptin;E18;E;18;DPP-4;Proteases;NA;4
Finasteride;E19;E;19;5-alpha Reductase;Endocrinology & Hormones;NA;4
Tazarotene;E20;E;20;Others;Others;NA;4
Tivozanib (AV-951);E21;E;21;VEGFR, c-Kit, PDGFR;Protein Tyrosine Kinase;NA;4
Furosemide;E22;E;22;Others;Others;NA;4
Protirelin;E23;E;23;others;Others;NA;4
Tacrolimus (FK506);E24;E;24;Others;Others;NA;4
Clofarabine;F01;F;1;DNA/RNA Synthesis;DNA Damage;NA;4
Cefoperazone;F02;F;2;Others;Others;NA;4
Flavopiridol (Alvocidib);F03;F;3;CDK;Cell Cycle;NA;4
DMSO;F04;F;4;NA;NA;NA;4
Leflunomide;F05;F;5;Others;Others;NA;4
Orlistat;F06;F;6;Others;Others;NA;4
Ramelteon;F07;F;7;Others;GPCR & G Protein;NA;4
DMSO;F08;F;8;NA;NA;NA;4
Amisulpride;F09;F;9;Dopamine Receptor;Neuronal Signaling;NA;4
Zolmitriptan;F10;F;10;Others;Neuronal Signaling;NA;4
Cetirizine DiHCl;F11;F;11;Histamine Receptor;Neuronal Signaling;NA;4
DMSO;F12;F;12;NA;NA;NA;4
Streptozotocin (STZ);F13;F;13;Others;Others;NA;4
Amorolfine HCl;F14;F;14;Others;Others;NA;4
Fluconazole;F15;F;15;Others;Others;NA;4
DMSO;F16;F;16;NA;NA;NA;4
Ketoconazole;F17;F;17;P450;Metabolism;NA;4
Didanosine;F18;F;18;NULL;Microbiology;NA;4
Amonafide;F19;F;19;Topoisomerase;DNA Damage;NA;4
DMSO;F20;F;20;NA;NA;NA;4
Lopinavir;F21;F;21;HIV Protease;Proteases;NA;4
Azathioprine;F22;F;22;Others;Others;NA;4
Escin;F23;F;23;others;others;NA;4
DMSO;F24;F;24;NA;NA;NA;4
Axitinib;G01;G;1;VEGFR, PDGFR, c-Kit;Protein Tyrosine Kinase;NA;4
Pizotifen Malate;G02;G;2;Others;Others;NA;4
Cediranib (AZD2171);G03;G;3;VEGFR, Flt;Protein Tyrosine Kinase;NA;4
Vecuronium Bromide;G04;G;4;Others;Others;NA;4
Panobinostat (LBH589);G05;G;5;HDAC;Epigenetics;NA;4
Sildenafil Citrate;G06;G;6;PDE;Metabolism;NA;4
Vorinostat (SAHA, MK0683);G07;G;7;HDAC;Endocrinology & Hormones;NA;4
Voriconazole;G08;G;8;P450;Metabolism;NA;4
Vismodegib (GDC-0449);G09;G;9;Hedgehog, P-gp;Neuronal Signaling;NA;4
Ofloxacin;G10;G;10;Topoisomerase;DNA Damage;NA;4
Foretinib (GSK1363089);G11;G;11;c-Met, VEGFR;Others;NA;4
VX-222 (VCH-222, Lomibuvir);G12;G;12;HCV Protease;Proteases;NA;4
17-AAG (Tanespimycin);G13;G;13;HSP;Others;NA;4
Betamethasone;G14;G;14;Others;Others;NA;4
Ganetespib (STA-9090);G15;G;15;HSP;Others;NA;4
Tadalafil;G16;G;16;PDE;Metabolism;NA;4
Bicalutamide;G17;G;17;Androgen Receptor, P450;Endocrinology & Hormones;NA;4
EX 527 (Selisistat);G18;G;18;Sirtuin;Epigenetics;NA;4
Irinotecan;G19;G;19;Topoisomerase;DNA Damage;NA;4
Fasudil (HA-1077) HCl;G20;G;20;ROCK;Cell Cycle;NA;4
Doxorubicin (Adriamycin);G21;G;21;Topoisomerase;DNA Damage;NA;4
Olmesartan Medoxomil;G22;G;22;RAAS;Endocrinology & Hormones;NA;4
Loxoprofen;G23;G;23;COX;Neuronal Signaling;NA;4
Pimecrolimus;G24;G;24;Others;Others;NA;4
Dacarbazine;H01;H;1;DNA/RNA Synthesis;DNA Damage;NA;4
Silodosin;H02;H;2;Adrenergic Recepto;Neuronal Signaling;NA;4
Topotecan HCl;H03;H;3;Topoisomerase;DNA Damage;NA;4
DMSO;H04;H;4;NA;NA;NA;4
Enzalutamide (MDV3100);H05;H;5;Androgen Receptor, P450;Endocrinology & Hormones;NA;4
Allopurinol;H06;H;6;Others;GPCR & G Protein;NA;4
Cinacalcet HCl;H07;H;7;CaSR;GPCR & G Protein;NA;4
DMSO;H08;H;8;NA;NA;NA;4
Aniracetam;H09;H;9;AMPA Receptor-kainate Receptor-NMDA Receptor;Neuronal Signaling;NA;4
Telbivudine;H10;H;10;Others;Others;NA;4
Cilnidipine;H11;H;11;Calcium Channel;Transmembrane Transporters;NA;4
DMSO;H12;H;12;NA;NA;NA;4
Dexamethasone (DHAP);H13;H;13;IL Receptor;Others;NA;4
Chloramphenicol;H14;H;14;Others;Others;NA;4
Flumazenil;H15;H;15;GABA Receptor;Neuronal Signaling;NA;4
DMSO;H16;H;16;NA;NA;NA;4
Lansoprazole;H17;H;17;Proton Pump;Transmembrane Transporters;NA;4
Divalproex Sodium;H18;H;18;Others;Ubiquitin;NA;4
Acitretin;H19;H;19;Others;Others;NA;4
DMSO;H20;H;20;NA;NA;NA;4
Meropenem;H21;H;21;Others;Others;NA;4
Indomethacin;H22;H;22;Others;Others;NA;4
Oxybenzone;H23;H;23;others;Others;NA;4
DMSO;H24;H;24;NA;NA;NA;4
Saracatinib (AZD0530);I01;I;1;Src, Bcr-Abl;Angiogenesis;NA;4
Resveratrol;I02;I;2;Sirtuin;Epigenetics;NA;4
Dovitinib (TKI-258, CHIR-258);I03;I;3;c-Kit, FGFR, Flt, VEGFR, PDGFR;Angiogenesis;NA;4
Linezolid;I04;I;4;Others;Others;NA;4
Nilotinib (AMN-107);I05;I;5;Bcr-Abl;Angiogenesis;NA;4
Sumatriptan Succinate;I06;I;6;5-HT Receptor;Neuronal Signaling;NA;4
VX-680 (Tozasertib, MK-0457);I07;I;7;Aurora Kinase;Endocrinology & Hormones;NA;4
Zileuton;I08;I;8;Others;Others;NA;4
Belinostat (PXD101);I09;I;9;HDAC;Others;NA;4
Marbofloxacin;I10;I;10;Others;DNA Damage;NA;4
Triciribine;I11;I;11;Akt;Others;NA;4
Zosuquidar (LY335979) 3HCl;I12;I;12;P-gp;Transmembrane Transporters;NA;4
Ivacaftor (VX-770);I13;I;13;CFTR;Others;NA;4
Mycophenolate Mofetil;I14;I;14;Others;Metabolism;NA;4
AT13387;I15;I;15;HSP;Others;NA;4
Cyclosporine;I16;I;16;Others;Others;NA;4
Fulvestrant;I17;I;17;Estrogen/progestogen Receptor;Endocrinology & Hormones;NA;4
Febuxostat;I18;I;18;Others;Others;NA;4
Cladribine;I19;I;19;DNA/RNA Synthesis;DNA Damage;NA;4
BIRB 796 (Doramapimod);I20;I;20;p38 MAPK;MAPK;NA;4
Fluorouracil (5-Fluoracil, 5-FU);I21;I;21;DNA/RNA Synthesis;DNA Damage;NA;4
Cefdinir;I22;I;22;Others;Others;NA;4
Sildenafil Mesylate;I23;I;23;PDE;Metabolism;NA;4
MEK162 (ARRY-162, ARRY-438162);I24;I;24;MEK;MAPK;NA;4
Dexrazoxane HCl (ICRF-187, ADR-529);J01;J;1;Others;Others;NA;4
Riluzole;J02;J;2;Sodium Channel;Transmembrane Transporters;NA;4
Letrozole;J03;J;3;Aromatase;Endocrinology & Hormones;NA;4
DMSO;J04;J;4;NA;NA;NA;4
Dienogest;J05;J;5;Estrogen/progestogen Receptor;Endocrinology & Hormones;NA;4
Zafirlukast;J06;J;6;Others;Others;NA;4
Celecoxib;J07;J;7;COX;Neuronal Signaling;NA;4
DMSO;J08;J;8;NA;NA;NA;4
Artemisinin;J09;J;9;Others;Others;NA;4
Monobenzone;J10;J;10;Others;Others;NA;4
Cilostazol;J11;J;11;PDE;Metabolism;NA;4
DMSO;J12;J;12;NA;NA;NA;4
Doxazosin Mesylate;J13;J;13;Adrenergic Receptor;Neuronal Signaling;NA;4
Flurbiprofen;J14;J;14;Others;Others;NA;4
Fluoxetine HCl;J15;J;15;5-HT Receptor;Neuronal Signaling;NA;4
DMSO;J16;J;16;NA;NA;NA;4
Levetiracetam;J17;J;17;Others;Others;NA;4
Emtricitabine;J18;J;18;Reverse Transcriptase;Microbiology;NA;4
Bafetinib (INNO-406);J19;J;19;Bcr-Abl;Angiogenesis;NA;4
DMSO;J20;J;20;NA;NA;NA;4
Mianserin HCl;J21;J;21;Others;Neuronal Signaling;NA;4
Paliperidone;J22;J;22;Dopamine Receptor;Neuronal Signaling;NA;4
Guanfacine Hydrochloride;J23;J;23;5-HT Receptor;Neuronal Signaling;NA;4
DMSO;J24;J;24;NA;NA;NA;4
FG-4592;K01;K;1;HIF;Angiogenesis;NA;4
Rocuronium Bromide;K02;K;2;AChR;Neuronal Signaling;NA;4
Dasatinib;K03;K;3;Src, Bcr-Abl, c-Kit;Angiogenesis;NA;4
Alfuzosin HCl;K04;K;4;Adrenergic Receptor;Neuronal Signaling;NA;4
Pazopanib HCl;K05;K;5;VEGFR, PDGFR, c-Kit;Protein Tyrosine Kinase;NA;4
Tamsulosin;K06;K;6;Others;Others;NA;4
Entinostat (MS-275);K07;K;7;HDAC;Transmembrane Transporters;NA;4
Ziprasidone HCl;K08;K;8;Others;Others;NA;4
Iniparib (BSI-201);K09;K;9;PARP;Others;NA;4
Moxifloxacin HCl;K10;K;10;Topoisomerase;DNA Damage;NA;4
Cabozantinib (XL184, BMS-907351);K11;K;11;VEGFR, c-Met, Flt, Tie-2, c-Kit;Others;NA;4
Daclatasvir (BMS-790052);K12;K;12;HCV Protease;Proteases;NA;4
Barasertib (AZD1152-HQPA);K13;K;13;Aurora Kinase;Others;NA;4
Dyphylline;K14;K;14;PDE;Metabolism;NA;4
Lenvatinib (E7080);K15;K;15;VEGFR;Protein Tyrosine Kinase;NA;4
Pracinostat (SB939);K16;K;16;HDAC;Cytoskeletal Signaling;NA;4
Raltitrexed;K17;K;17;DNA/RNA Synthesis;DNA Damage;NA;4
Dapagliflozin;K18;K;18;SGLT;GPCR & G Protein;NA;4
Decitabine;K19;K;19;DNA/RNA Synthesis;Epigenetics;NA;4
Sulfasalazine;K20;K;20;Others;Others;NA;4
Methotrexate;K21;K;21;DHFR;Metabolism;NA;4
Clotrimazole;K22;K;22;Others;Others;NA;4
Efavirenz;K23;K;23;Reverse Transcriptase;Microbiology;NA;4
Birinapant;K24;K;24;Caspase;Apoptosis;NA;4
Epirubicin HCl;L01;L;1;Topoisomerase;DNA Damage;NA;4
Risperidone;L02;L;2;5-HT Receptor;Neuronal Signaling;NA;4
Temozolomide;L03;L;3;Others;Ubiquitin;NA;4
DMSO;L04;L;4;NA;NA;NA;4
Entecavir Hydrate;L05;L;5;Others;Others;NA;4
Acetaminophen;L06;L;6;COX;Neuronal Signaling;NA;4
Avagacestat (BMS-708163);L07;L;7;Gamma-secretase;Proteases;NA;4
DMSO;L08;L;8;NA;NA;NA;4
Asenapine;L09;L;9;Adrenergic Receptor, 5-HT Receptor;Neuronal Signaling;NA;4
Tretinoin;L10;L;10;Others;Others;NA;4
Floxuridine;L11;L;11;DNA/RNA Synthesis;DNA Damage;NA;4
DMSO;L12;L;12;NA;NA;NA;4
Edaravone;L13;L;13;Others;Others;NA;4
Disulfiram;L14;L;14;Others;Others;NA;4
Fluvoxamine maleate;L15;L;15;5-HT Receptor;Neuronal Signaling;NA;4
DMSO;L16;L;16;NA;NA;NA;4
Lidocaine;L17;L;17;Histamine Receptor;Neuronal Signaling;NA;4
Progesterone;L18;L;18;Others;Others;NA;4
Doripenem Hydrate;L19;L;19;Others;Others;NA;4
DMSO;L20;L;20;NA;NA;NA;4
Mosapride Citrate;L21;L;21;5-HT Receptor;Neuronal Signaling;NA;4
Terbinafine;L22;L;22;Others;Others;NA;4
D panthenol;L23;L;23;others;Others;NA;4
DMSO;L24;L;24;NA;NA;NA;4
Selumetinib (AZD6244);M01;M;1;MEK;MAPK;NA;4
Stavudine (d4T);M02;M;2;Reverse Transcriptase;Microbiology;NA;4
Erlotinib HCl (OSI-744);M03;M;3;EGFR;Protein Tyrosine Kinase;NA;4
Clopidogrel;M04;M;4;P2 Receptor;Neuronal Signaling;NA;4
Rapamycin (Sirolimus);M05;M;5;mTOR;DNA Damage;NA;4
Tianeptine sodium;M06;M;6;5-HT Receptor;Neuronal Signaling;NA;4
Enzastaurin (LY317615);M07;M;7;PKC;Neuronal Signaling;NA;4
Zonisamide;M08;M;8;Others;Others;NA;4
PCI-24781 (Abexinostat);M09;M;9;HDAC;Others;NA;4
Doxercalciferol;M10;M;10;Others;Others;NA;4
Everolimus (RAD001);M11;M;11;mTOR;Others;NA;4
Iloperidone;M12;M;12;Others;Others;NA;4
Docetaxel;M13;M;13;Microtubule Associated;Others;NA;4
Aztreonam;M14;M;14;Others;Others;NA;4
Valproic acid sodium salt (Sodium valproate);M15;M;15;GABA Receptor, HDAC;Neuronal Signaling;NA;4
Natamycin;M16;M;16;Others;Others;NA;4
Thalidomide;M17;M;17;Others;Apoptosis;NA;4
Nebivolol;M18;M;18;Adrenergic Receptor;Neuronal Signaling;NA;4
Dimesna;M19;M;19;Others;Others;NA;4
Candesartan;M20;M;20;RAAS;Endocrinology & Hormones;NA;4
Imiquimod;M21;M;21;Others;Angiogenesis;NA;4
Rizatriptan Benzoate;M22;M;22;NULL;Neuronal Signaling;NA;4
Vitamin E;M23;M;23;others;Others;NA;4
Embelin;M24;M;24;IAP;Apoptosis;NA;4
Oxaliplatin;N01;N;1;DNA/RNA Synthesis;DNA Damage;NA;4
Sulfapyridine;N02;N;2;Others;Others;NA;4
Tamoxifen;N03;N;3;Autophagy,Estrogen/progestogen Receptor;Angiogenesis;NA;4
DMSO;N04;N;4;NA;NA;NA;4
Nepafenac;N05;N;5;Others;Others;NA;4
Erythromycin;N06;N;6;Others;Others;NA;4
Vemurafenib (PLX4032, RG7204);N07;N;7;Raf;MAPK;NA;4
DMSO;N08;N;8;NA;NA;NA;4
Benazepril HCl;N09;N;9;RAAS;Endocrinology & Hormones;NA;4
Phenylbutazone;N10;N;10;Others;Others;NA;4
FT-207 (NSC 148958);N11;N;11;DNA/RNA Synthesis;DNA Damage;NA;4
DMSO;N12;N;12;NA;NA;NA;4
Ellagic acid;N13;N;13;Topoisomerase;DNA Damage;NA;4
Mesalamine;N14;N;14;Others;Others;NA;4
Gatifloxacin;N15;N;15;Others;DNA Damage;NA;4
DMSO;N16;N;16;NA;NA;NA;4
Loratadine;N17;N;17;Histamine Receptor;Neuronal Signaling;NA;4
Lamivudine;N18;N;18;Others;Microbiology;NA;4
Gestodene;N19;N;19;Estrogen/progestogen Receptor;Endocrinology & Hormones;NA;4
DMSO;N20;N;20;NA;NA;NA;4
Nafamostat Mesylate;N21;N;21;Proteasome;Proteases;NA;4
Levonorgestrel;N22;N;22;Others;Others;NA;4
ArbinoxaMine Maleate;N23;N;23;Histamine Receptor;Neuronal Signaling;NA;4
DMSO;N24;N;24;NA;NA;NA;4
Nintedanib (BIBF 1120);O01;O;1;VEGFR, PDGFR, FGFR;Protein Tyrosine Kinase;NA;4
Tenofovir Disoproxil Fumarate;O02;O;2;Reverse Transcriptase;Microbiology;NA;4
Gefitinib (ZD1839);O03;O;3;EGFR;Protein Tyrosine Kinase;NA;4
Prazosin HCl;O04;O;4;Adrenergic Receptor;GPCR & G Protein;NA;4
Sorafenib Tosylate;O05;O;5;VEGFR, PDGFR, Raf;Neuronal Signaling;NA;4
Tizanidine HCl;O06;O;6;Adrenergic Receptor;Neuronal Signaling;NA;4
Olaparib (AZD2281, Ku-0059436);O07;O;7;PARP;Protein Tyrosine Kinase;NA;4
Ispinesib (SB-715992);O08;O;8;Kinesin;Cytoskeletal Signaling;NA;4
OSI-906 (Linsitinib);O09;O;9;IGF-1R;Others;NA;4
Alfacalcidol;O10;O;10;Others;Endocrinology & Hormones;NA;4
Mocetinostat (MGCD0103);O11;O;11;HDAC;Others;NA;4
Naratriptan;O12;O;12;5-HT Receptor;Neuronal Signaling;NA;4
Paclitaxel;O13;O;13;Microtubule Associated;Others;NA;4
Irbesartan;O14;O;14;RAAS;Endocrinology & Hormones;NA;4
Regorafenib (BAY 73-4506);O15;O;15;c-Kit, Raf, VEGFR;Protein Tyrosine Kinase;NA;4
SAR245409 (XL765);O16;O;16;PI3K, mTOR;PI3K/Akt/mTOR;NA;4
CUDC-101;O17;O;17;HDAC, EGFR, HER2;Epigenetics;NA;4
Pimobendan;O18;O;18;PDE;Metabolism;NA;4
Dutasteride;O19;O;19;5-alpha Reductase;Endocrinology & Hormones;NA;4
Apixaban;O20;O;20;Factor Xa;Metabolism;NA;4
Bendamustine HCl;O21;O;21;Others;Others;NA;4
Pyridostigmine Bromide;O22;O;22;Others;Neuronal Signaling;NA;4
Rivastigmine;O23;O;23;AChR;Neuronal Signaling;NA;4
IPI-145 (INK1197);O24;O;24;PI3K;Angiogenesis;NA;4
Etoposide;P01;P;1;Topoisomerase;DNA Damage;NA;4
Sulfameter;P02;P;2;Others;Others;NA;4
Vincristine;P03;P;3;Autophagy,Microtubule Associated;Cytoskeletal Signaling;NA;4
DMSO;P04;P;4;NA;NA;NA;4
Rufinamide;P05;P;5;Sodium Channel;Transmembrane Transporters;NA;4
Amphotericin B;P06;P;6;Others;Others;NA;4
Acarbose;P07;P;7;Others;Others;NA;4
DMSO;P08;P;8;NA;NA;NA;4
Budesonide;P09;P;9;Others;Others;NA;4
Ezetimibe;P10;P;10;Others;Others;NA;4
Ifosfamide;P11;P;11;DNA/RNA Synthesis;DNA Damage;NA;4
DMSO;P12;P;12;NA;NA;NA;4
Etodolac;P13;P;13;COX;Neuronal Signaling;NA;4
Ipratropium Bromide;P14;P;14;Others;Others;NA;4
Genistein;P15;P;15;EGFR;Protein Tyrosine Kinase;NA;4
DMSO;P16;P;16;NA;NA;NA;4
Losartan Potassium (DuP 753);P17;P;17;RAAS;Endocrinology & Hormones;NA;4
Eplerenone;P18;P;18;Others;Others;NA;4
Drospirenone;P19;P;19;Estrogen/progestogen Receptor;Endocrinology & Hormones;NA;4
DMSO;P20;P;20;NA;NA;NA;4
Omeprazole;P21;P;21;Proton Pump, ATPase;Transmembrane Transporters;NA;4
Gemfibrozil;P22;P;22;Others;Others;NA;4
Saxagliptin hydrate;P23;P;23;DPP-4;Proteases;NA;4
DMSO;P24;P;24;NA;NA;NA;4
Indapamide;A01;A;1;Others;Others;NA;5
Lafutidine;A02;A;2;Histamine Receptor;Neuronal Signaling;NA;5
Thiabendazole;A03;A;3;Others;Others;NA;5
Moexipril HCl;A04;A;4;RAAS;Endocrinology & Hormones;NA;5
Oxybutynin;A05;A;5;Others;Neuronal Signaling;NA;5
Dexmedetomidine HCl (Precedex);A06;A;6;Androgen Receptor;Neuronal Signaling;NA;5
Cefditoren Pivoxil;A07;A;7;5-alpha Reductase;Others;NA;5
Rasagiline Mesylate;A08;A;8;MAO;Metabolism;NA;5
Vidarabine;A09;A;9;5-alpha Reductase;Others;NA;5
Dronedarone HCl;A10;A;10;Others;Others;NA;5
Ranolazine;A11;A;11;Others;Others;NA;5
Naftopidil;A12;A;12;Adrenergic Receptor;Neuronal Signaling;NA;5
Amlodipine besylate (Norvasc);A13;A;13;Others;Transmembrane Transporters;NA;5
Dabigatran Etexilate;A14;A;14;Others;Others;NA;5
Carvedilol;A15;A;15;Adrenergic Receptor;Neuronal Signaling;NA;5
Aliskiren Hemifumarate;A16;A;16;RAAS;Endocrinology & Hormones;NA;5
Chenodeoxycholic Acid;A17;A;17;NULL;Others;NA;5
LY2157299;A18;A;18;TGF-beta/Smad;TGF-beta/Smad;NA;5
Diltiazem HCl;A19;A;19;Others;Others;NA;5
Nalidixic acid;A20;A;20;Others;Others;NA;5
Sparfloxacin;A21;A;21;Others;Others;NA;5
Tolbutamide;A22;A;22;Potassium Channel;Transmembrane Transporters;NA;5
Motolimod (VTX-2337);A23;A;23;Others;Others;NA;5
Puromycin 2HCl;A24;A;24;Others;Others;NA;5
Potassium Iodide;B01;B;1;Others;Others;NA;5
DMSO;B02;B;2;NA;NA;NA;5
Flutamide;B03;B;3;P450;Endocrinology & Hormones;NA;5
Prilocaine;B04;B;4;Others;Others;NA;5
Haloperidol;B05;B;5;Others;Others;NA;5
DMSO;B06;B;6;NA;NA;NA;5
Enalapril Maleate;B07;B;7;Opioid Receptor;Endocrinology & Hormones;NA;5
Ibuprofen;B08;B;8;COX;Neuronal Signaling;NA;5
Sulphadimethoxine;B09;B;9;Others;Others;NA;5
DMSO;B10;B;10;NA;NA;NA;5
Sarafloxacin HCl;B11;B;11;Others;Others;NA;5
Enalaprilat Dihydrate;B12;B;12;RAAS;Endocrinology & Hormones;NA;5
Elvitegravir (GS-9137, JTK-303);B13;B;13;Integrase;Microbiology;NA;5
DMSO;B14;B;14;NA;NA;NA;5
Formoterol Hemifumarate;B15;B;15;Adrenergic Receptor;Neuronal Signaling;NA;5
Sulfanilamide;B16;B;16;Others;Others;NA;5
Rebamipide;B17;B;17;Others;Others;NA;5
DMSO;B18;B;18;NA;NA;NA;5
Memantine HCl;B19;B;19;AMPA Receptor-kainate Receptor-NMDA Receptor;Neuronal Signaling;NA;5
Hydrochlorothiazide;B20;B;20;Others;Others;NA;5
Gimeracil;B21;B;21;Dehydrogenase;Metabolism;NA;5
DMSO;B22;B;22;NA;NA;NA;5
Edoxaban;B23;B;23;Factor Xa;Metabolism;NA;5
Tepotinib (EMD 1214063);B24;B;24;c-Met;Protein Tyrosine Kinase;NA;5
Mitotane;C01;C;1;Others;Others;NA;5
Moxonidine;C02;C;2;Others;Others;NA;5
Guaifenesin;C03;C;3;Others;Others;NA;5
Clevidipine Butyrate;C04;C;4;Calcium Channel;Transmembrane Transporters;NA;5
Enoxacin;C05;C;5;Others;Others;NA;5
Betaxolol;C06;C;6;Adrenergic Receptor;Neuronal Signaling;NA;5
Sulfadiazine;C07;C;7;Others;Others;NA;5
Naltrexone HCl;C08;C;8;Opioid Receptor;Neuronal Signaling;NA;5
Teniposide;C09;C;9;Others;Others;NA;5
Conivaptan HCl;C10;C;10;Others;Others;NA;5
Ranitidine;C11;C;11;NULL;Neuronal Signaling;NA;5
S- (+)-Rolipram;C12;C;12;PDE;Metabolism;NA;5
Chlorpheniramine Maleate;C13;C;13;Histamine Receptor;Neuronal Signaling;NA;5
Taladegib (LY2940680);C14;C;14;Hedgehog,Hedgehog/Smoothened;Stem Cells &  Wnt;NA;5
Atracurium Besylate;C15;C;15;Others;Others;NA;5
R788 (Fostamatinib) Disodium;C16;C;16;Syk;Angiogenesis;NA;5
Cimetidine;C17;C;17;NULL;Neuronal Signaling;NA;5
